Date,Open,High,Low,Close,Adj Close,Volume
2005-01-10,2.370000,2.380000,2.360000,2.360000,1.088045,7163000
2005-01-11,2.380000,2.410000,2.370000,2.410000,1.111097,22325000
2005-01-12,2.390000,2.400000,2.380000,2.400000,1.106486,13069000
2005-01-13,2.400000,2.430000,2.400000,2.410000,1.111097,37018000
2005-01-14,2.420000,2.460000,2.410000,2.460000,1.134148,38627000
2005-01-17,2.460000,2.480000,2.450000,2.460000,1.134148,29013000
2005-01-18,2.450000,2.470000,2.390000,2.390000,1.101876,23350000
2005-01-19,2.410000,2.430000,2.400000,2.420000,1.115707,14909000
2005-01-20,2.430000,2.440000,2.420000,2.430000,1.120317,19874000
2005-01-24,2.440000,2.450000,2.410000,2.440000,1.124928,15392000
2005-01-25,2.430000,2.460000,2.410000,2.410000,1.111097,19592000
2005-01-26,2.420000,2.470000,2.420000,2.470000,1.138758,17963000
2005-01-27,2.460000,2.490000,2.460000,2.490000,1.147979,19379000
2005-01-28,2.480000,2.540000,2.480000,2.530000,1.166421,26283000
2005-01-31,2.530000,2.560000,2.530000,2.550000,1.175641,21834000
2005-02-01,2.540000,2.590000,2.540000,2.590000,1.194083,20494000
2005-02-02,2.590000,2.630000,2.570000,2.570000,1.184862,34206000
2005-02-03,2.590000,2.600000,2.550000,2.560000,1.180252,32125000
2005-02-04,2.550000,2.560000,2.540000,2.540000,1.171031,16338000
2005-02-07,2.550000,2.580000,2.550000,2.570000,1.184862,12922000
2005-02-08,2.550000,2.590000,2.550000,2.590000,1.194083,7043000
2005-02-11,2.590000,2.640000,2.590000,2.620000,1.207914,19985000
2005-02-14,2.620000,2.650000,2.610000,2.610000,1.203303,19146000
2005-02-15,2.620000,2.620000,2.570000,2.610000,1.203303,13570000
2005-02-16,2.600000,2.600000,2.560000,2.570000,1.184862,13642000
2005-02-17,2.580000,2.580000,2.560000,2.560000,1.180252,13523000
2005-02-18,2.550000,2.620000,2.550000,2.610000,1.203303,13672000
2005-02-21,2.600000,2.630000,2.590000,2.630000,1.212524,13578000
2005-02-22,2.620000,2.660000,2.610000,2.660000,1.226356,19136000
2005-02-23,2.650000,2.650000,2.630000,2.650000,1.221745,7318000
2005-02-24,2.630000,2.710000,2.630000,2.700000,1.244797,20044000
2005-02-25,2.700000,2.730000,2.680000,2.680000,1.235576,16766000
2005-02-28,2.680000,2.680000,2.610000,2.620000,1.207914,18367000
2005-03-01,2.610000,2.640000,2.600000,2.620000,1.207914,16427000
2005-03-02,2.630000,2.640000,2.600000,2.640000,1.217135,11326000
2005-03-03,2.640000,2.660000,2.620000,2.650000,1.221745,25322000
2005-03-04,2.640000,2.660000,2.630000,2.630000,1.212524,22857000
2005-03-07,2.640000,2.670000,2.640000,2.660000,1.226356,17687000
2005-03-08,2.660000,2.690000,2.660000,2.670000,1.230966,13868000
2005-03-09,2.680000,2.690000,2.670000,2.680000,1.235576,14006000
2005-03-10,2.670000,2.670000,2.640000,2.660000,1.226356,8297000
2005-03-11,2.660000,2.660000,2.630000,2.630000,1.212524,9876000
2005-03-14,2.620000,2.670000,2.620000,2.670000,1.230966,11783000
2005-03-15,2.670000,2.680000,2.640000,2.640000,1.217135,7729000
2005-03-16,2.640000,2.690000,2.630000,2.690000,1.240186,12172000
2005-03-17,2.660000,2.680000,2.640000,2.650000,1.221745,14503000
2005-03-18,2.650000,2.700000,2.650000,2.700000,1.244797,10099000
2005-03-21,2.700000,2.720000,2.690000,2.710000,1.249408,14250000
2005-03-22,2.700000,2.700000,2.670000,2.680000,1.235576,7756000
2005-03-23,2.660000,2.670000,2.550000,2.600000,1.198693,133811000
2005-03-24,2.600000,2.610000,2.590000,2.610000,1.203303,17260000
2005-03-28,2.600000,2.610000,2.590000,2.600000,1.198693,9438000
2005-03-29,2.600000,2.610000,2.560000,2.570000,1.184862,14296000
2005-03-30,2.570000,2.590000,2.550000,2.560000,1.180252,17288000
2005-03-31,2.580000,2.590000,2.540000,2.580000,1.189473,16758000
2005-04-01,2.580000,2.590000,2.550000,2.550000,1.175641,19710000
2005-04-04,2.550000,2.590000,2.550000,2.580000,1.189473,13644000
2005-04-05,2.580000,2.610000,2.580000,2.590000,1.194083,20187000
2005-04-06,2.580000,2.620000,2.580000,2.610000,1.203303,10163000
2005-04-07,2.610000,2.660000,2.600000,2.660000,1.226356,20522000
2005-04-08,2.660000,2.690000,2.650000,2.680000,1.235576,11658000
2005-04-11,2.680000,2.690000,2.670000,2.680000,1.235576,9015000
2005-04-12,2.670000,2.670000,2.590000,2.600000,1.198693,17838000
2005-04-13,2.600000,2.610000,2.560000,2.580000,1.189473,12815000
2005-04-14,2.550000,2.570000,2.540000,2.570000,1.184862,15279000
2005-04-15,2.550000,2.560000,2.520000,2.530000,1.166421,17052000
2005-04-18,2.510000,2.520000,2.470000,2.490000,1.147979,19170000
2005-04-19,2.510000,2.530000,2.500000,2.520000,1.161811,12466000
2005-04-20,2.540000,2.570000,2.530000,2.550000,1.175641,17032000
2005-04-21,2.560000,2.570000,2.550000,2.550000,1.175641,17094000
2005-04-22,2.570000,2.570000,2.540000,2.550000,1.175641,15586000
2005-04-25,2.560000,2.600000,2.550000,2.570000,1.184862,10016000
2005-04-26,2.570000,2.620000,2.570000,2.600000,1.198693,13129000
2005-04-27,2.600000,2.620000,2.590000,2.620000,1.207914,12763000
2005-04-28,2.620000,2.630000,2.600000,2.630000,1.212524,9245000
2005-04-29,2.620000,2.620000,2.560000,2.560000,1.180252,15993000
2005-05-03,2.580000,2.590000,2.560000,2.590000,1.194083,12525000
2005-05-04,2.590000,2.600000,2.570000,2.580000,1.189473,7415000
2005-05-05,2.600000,2.620000,2.590000,2.600000,1.198693,13898000
2005-05-06,2.610000,2.630000,2.600000,2.610000,1.203303,7762000
2005-05-09,2.610000,2.610000,2.560000,2.560000,1.180252,20177000
2005-05-10,2.560000,2.570000,2.560000,2.560000,1.180252,11259000
2005-05-11,2.540000,2.550000,2.520000,2.550000,1.175641,23340000
2005-05-12,2.540000,2.570000,2.540000,2.570000,1.184862,12817000
2005-05-13,2.540000,2.590000,2.540000,2.590000,1.194083,9101000
2005-05-16,2.570000,2.570000,2.550000,2.560000,1.180252,4213000
2005-05-17,2.550000,2.590000,2.540000,2.590000,1.194083,10125000
2005-05-18,2.570000,2.580000,2.560000,2.560000,1.180252,11491000
2005-05-19,2.560000,2.610000,2.560000,2.590000,1.194083,14421000
2005-05-20,2.600000,2.640000,2.600000,2.640000,1.217135,16853000
2005-05-24,2.640000,2.680000,2.630000,2.680000,1.235576,28635000
2005-05-25,2.650000,2.650000,2.620000,2.620000,1.207914,24468000
2005-05-26,2.610000,2.620000,2.590000,2.610000,1.203303,16015000
2005-05-27,2.610000,2.610000,2.590000,2.590000,1.194083,8858000
2005-05-30,2.590000,2.610000,2.590000,2.600000,1.198693,4964000
2005-05-31,2.600000,2.650000,2.600000,2.600000,1.198693,15027000
2005-06-01,2.600000,2.620000,2.600000,2.610000,1.203303,9727000
2005-06-02,2.620000,2.640000,2.620000,2.640000,1.217135,16924000
2005-06-03,2.640000,2.640000,2.630000,2.630000,1.212524,16874000
2005-06-06,2.620000,2.630000,2.620000,2.620000,1.207914,14627000
2005-06-07,2.600000,2.630000,2.600000,2.610000,1.203303,15199000
2005-06-08,2.610000,2.630000,2.610000,2.610000,1.203303,17324000
2005-06-09,2.610000,2.630000,2.610000,2.620000,1.207914,17840000
2005-06-10,2.610000,2.630000,2.610000,2.610000,1.203303,12058000
2005-06-13,2.620000,2.630000,2.620000,2.620000,1.207914,9174000
2005-06-14,2.620000,2.630000,2.580000,2.580000,1.189473,25019000
2005-06-15,2.590000,2.630000,2.590000,2.630000,1.212524,14403000
2005-06-16,2.630000,2.640000,2.610000,2.640000,1.217135,14680000
2005-06-17,2.640000,2.650000,2.620000,2.620000,1.207914,10980000
2005-06-20,2.620000,2.670000,2.620000,2.660000,1.226356,15455000
2005-06-21,2.650000,2.660000,2.640000,2.650000,1.221745,12050000
2005-06-22,2.650000,2.700000,2.650000,2.700000,1.244797,30119000
2005-06-23,2.700000,2.710000,2.680000,2.690000,1.240186,25403000
2005-06-24,2.680000,2.700000,2.680000,2.700000,1.244797,17050000
2005-06-27,2.690000,2.700000,2.680000,2.690000,1.240186,23681000
2005-06-28,2.700000,2.720000,2.690000,2.710000,1.249408,19378000
2005-06-29,2.720000,2.730000,2.710000,2.730000,1.258628,21207000
2005-06-30,2.740000,2.770000,2.730000,2.770000,1.277069,30865000
2005-07-01,2.760000,2.770000,2.730000,2.740000,1.263238,19621000
2005-07-04,2.740000,2.740000,2.720000,2.740000,1.263238,12701000
2005-07-05,2.740000,2.760000,2.730000,2.750000,1.267849,9632000
2005-07-06,2.750000,2.750000,2.710000,2.720000,1.254017,15546000
2005-07-07,2.700000,2.710000,2.670000,2.670000,1.230966,22571000
2005-07-08,2.680000,2.720000,2.680000,2.720000,1.254017,17124000
2005-07-11,2.740000,2.750000,2.730000,2.750000,1.267849,19841000
2005-07-12,2.740000,2.740000,2.700000,2.720000,1.254017,12054000
2005-07-13,2.690000,2.710000,2.680000,2.690000,1.240186,15710000
2005-07-14,2.700000,2.720000,2.690000,2.720000,1.254017,17508000
2005-07-15,2.720000,2.730000,2.690000,2.690000,1.240186,11432000
2005-07-18,2.690000,2.690000,2.670000,2.680000,1.235576,12980000
2005-07-19,2.670000,2.680000,2.660000,2.660000,1.226356,25999000
2005-07-20,2.680000,2.740000,2.680000,2.730000,1.258628,42105000
2005-07-21,2.750000,2.800000,2.740000,2.750000,1.267849,57123000
2005-07-22,2.750000,2.770000,2.740000,2.750000,1.267849,14665000
2005-07-25,2.760000,2.780000,2.750000,2.770000,1.277069,18201000
2005-07-26,2.770000,2.810000,2.770000,2.790000,1.286290,30722000
2005-07-27,2.810000,2.840000,2.800000,2.830000,1.304731,33517000
2005-07-28,2.830000,2.830000,2.790000,2.790000,1.286290,42343000
2005-07-29,2.810000,2.810000,2.770000,2.770000,1.277069,33885000
2005-08-01,2.780000,2.810000,2.780000,2.800000,1.290901,18816000
2005-08-02,2.820000,2.840000,2.800000,2.830000,1.304731,29316000
2005-08-03,2.840000,2.840000,2.800000,2.820000,1.300121,20513000
2005-08-04,2.790000,2.790000,2.740000,2.780000,1.281679,43841000
2005-08-05,2.650000,2.680000,2.650000,2.670000,1.253511,31230000
2005-08-08,2.670000,2.710000,2.650000,2.710000,1.272290,23509000
2005-08-10,2.690000,2.690000,2.650000,2.660000,1.248816,27469000
2005-08-11,2.660000,2.680000,2.620000,2.620000,1.230037,19480000
2005-08-12,2.630000,2.640000,2.600000,2.620000,1.230037,31029000
2005-08-15,2.640000,2.660000,2.600000,2.610000,1.225342,19758000
2005-08-16,2.630000,2.680000,2.620000,2.660000,1.248816,21956000
2005-08-17,2.650000,2.650000,2.620000,2.620000,1.230037,12807000
2005-08-18,2.640000,2.660000,2.610000,2.620000,1.230037,20137000
2005-08-19,2.630000,2.650000,2.620000,2.650000,1.244121,6381000
2005-08-22,2.670000,2.700000,2.650000,2.700000,1.267596,12168000
2005-08-23,2.670000,2.680000,2.630000,2.640000,1.239427,20158000
2005-08-24,2.630000,2.650000,2.620000,2.630000,1.234732,11404000
2005-08-25,2.620000,2.650000,2.620000,2.640000,1.239427,12859000
2005-08-26,2.630000,2.640000,2.620000,2.620000,1.230037,9596000
2005-08-29,2.610000,2.630000,2.600000,2.630000,1.234732,10662000
2005-08-30,2.620000,2.640000,2.600000,2.620000,1.230037,18934000
2005-08-31,2.620000,2.630000,2.580000,2.580000,1.211258,13448000
2005-09-01,2.610000,2.620000,2.580000,2.600000,1.220647,18550000
2005-09-02,2.600000,2.620000,2.590000,2.610000,1.225342,9577000
2005-09-05,2.580000,2.590000,2.550000,2.580000,1.211258,26184000
2005-09-06,2.540000,2.560000,2.490000,2.500000,1.173700,56037000
2005-09-07,2.520000,2.550000,2.520000,2.530000,1.187784,28981000
2005-09-08,2.550000,2.580000,2.540000,2.580000,1.211258,35039000
2005-09-09,2.580000,2.600000,2.570000,2.590000,1.215953,20827000
2005-09-12,2.600000,2.630000,2.590000,2.610000,1.225342,24238000
2005-09-13,2.620000,2.620000,2.590000,2.600000,1.220647,12462000
2005-09-14,2.570000,2.600000,2.570000,2.590000,1.215953,22291000
2005-09-15,2.580000,2.590000,2.570000,2.570000,1.206563,9442000
2005-09-16,2.590000,2.590000,2.560000,2.560000,1.201868,12686000
2005-09-19,2.520000,2.520000,2.460000,2.460000,1.154920,52518000
2005-09-20,2.460000,2.480000,2.420000,2.480000,1.164310,64800000
2005-09-21,2.460000,2.480000,2.430000,2.430000,1.140836,33293000
2005-09-22,2.420000,2.440000,2.410000,2.440000,1.145530,40066000
2005-09-23,2.440000,2.450000,2.430000,2.450000,1.150225,12606000
2005-09-26,2.450000,2.480000,2.440000,2.480000,1.164310,25533000
2005-09-27,2.470000,2.470000,2.440000,2.450000,1.150225,10740000
2005-09-28,2.470000,2.470000,2.430000,2.440000,1.145530,32969000
2005-09-29,2.430000,2.430000,2.410000,2.420000,1.136141,34102000
2005-09-30,2.450000,2.450000,2.410000,2.450000,1.150225,30344000
2005-10-03,2.440000,2.440000,2.420000,2.430000,1.140836,9239000
2005-10-04,2.430000,2.450000,2.420000,2.450000,1.150225,14260000
2005-10-05,2.440000,2.450000,2.420000,2.450000,1.150225,22631000
2005-10-06,2.440000,2.450000,2.420000,2.440000,1.145530,17717000
2005-10-07,2.440000,2.470000,2.440000,2.460000,1.154920,28274000
2005-10-10,2.460000,2.500000,2.460000,2.490000,1.169004,27033000
2005-10-11,2.490000,2.500000,2.480000,2.500000,1.173700,14367000
2005-10-12,2.500000,2.500000,2.470000,2.480000,1.164310,13026000
2005-10-13,2.480000,2.480000,2.450000,2.460000,1.154920,17171000
2005-10-14,2.470000,2.470000,2.450000,2.460000,1.154920,15318000
2005-10-17,2.460000,2.470000,2.440000,2.460000,1.154920,15858000
2005-10-18,2.440000,2.460000,2.430000,2.440000,1.145530,26237000
2005-10-19,2.420000,2.420000,2.370000,2.370000,1.112667,35251000
2005-10-20,2.390000,2.410000,2.390000,2.400000,1.126752,11043000
2005-10-21,2.370000,2.400000,2.370000,2.390000,1.122056,12801000
2005-10-24,2.380000,2.390000,2.350000,2.360000,1.107973,17452000
2005-10-25,2.390000,2.400000,2.340000,2.350000,1.103277,22968000
2005-10-26,2.370000,2.400000,2.360000,2.380000,1.117362,36346000
2005-10-27,2.390000,2.400000,2.360000,2.360000,1.107973,26199000
2005-10-28,2.360000,2.360000,2.320000,2.330000,1.093888,18405000
2005-10-31,2.340000,2.350000,2.330000,2.330000,1.093888,23715000
2005-11-02,2.340000,2.370000,2.330000,2.370000,1.112667,30224000
2005-11-04,2.360000,2.400000,2.360000,2.380000,1.117362,20478000
2005-11-07,2.390000,2.400000,2.370000,2.400000,1.126752,13766000
2005-11-08,2.400000,2.450000,2.400000,2.450000,1.150225,21113000
2005-11-09,2.420000,2.430000,2.390000,2.400000,1.126752,17350000
2005-11-10,2.410000,2.410000,2.350000,2.350000,1.103277,30338000
2005-11-11,2.370000,2.420000,2.370000,2.420000,1.136141,31047000
2005-11-14,2.420000,2.420000,2.390000,2.390000,1.122056,7080000
2005-11-15,2.400000,2.420000,2.360000,2.370000,1.112667,10920000
2005-11-16,2.370000,2.390000,2.360000,2.390000,1.122056,11062000
2005-11-17,2.380000,2.400000,2.360000,2.400000,1.126752,5598000
2005-11-18,2.410000,2.430000,2.390000,2.430000,1.140836,25597000
2005-11-21,2.430000,2.430000,2.390000,2.390000,1.122056,11403000
2005-11-22,2.380000,2.390000,2.380000,2.390000,1.122056,12549000
2005-11-23,2.400000,2.410000,2.380000,2.400000,1.126752,10176000
2005-11-24,2.410000,2.420000,2.390000,2.410000,1.131446,16873000
2005-11-25,2.420000,2.420000,2.390000,2.400000,1.126752,7952000
2005-11-28,2.400000,2.470000,2.400000,2.470000,1.159615,24095000
2005-11-29,2.450000,2.490000,2.450000,2.460000,1.154920,29080000
2005-11-30,2.490000,2.560000,2.490000,2.510000,1.178394,58686000
2005-12-01,2.510000,2.570000,2.510000,2.570000,1.206563,29093000
2005-12-02,2.600000,2.600000,2.550000,2.570000,1.206563,28398000
2005-12-05,2.550000,2.590000,2.550000,2.590000,1.215953,15671000
2005-12-06,2.570000,2.570000,2.530000,2.530000,1.187784,19558000
2005-12-07,2.530000,2.540000,2.520000,2.530000,1.187784,12311000
2005-12-08,2.530000,2.550000,2.520000,2.540000,1.192478,27122000
2005-12-09,2.530000,2.580000,2.530000,2.570000,1.206563,25727000
2005-12-12,2.580000,2.590000,2.550000,2.560000,1.201868,14799000
2005-12-13,2.560000,2.570000,2.540000,2.560000,1.201868,10710000
2005-12-14,2.570000,2.570000,2.540000,2.540000,1.192478,9703000
2005-12-15,2.560000,2.580000,2.560000,2.570000,1.206563,14480000
2005-12-16,2.590000,2.610000,2.580000,2.590000,1.215953,18624000
2005-12-19,2.600000,2.640000,2.600000,2.640000,1.239427,22834000
2005-12-20,2.630000,2.640000,2.620000,2.640000,1.239427,18211000
2005-12-21,2.630000,2.640000,2.620000,2.640000,1.239427,10049000
2005-12-22,2.630000,2.640000,2.620000,2.640000,1.239427,9012000
2005-12-23,2.630000,2.650000,2.630000,2.650000,1.244121,15374000
2005-12-27,2.650000,2.650000,2.630000,2.650000,1.244121,7656000
2005-12-28,2.630000,2.640000,2.610000,2.630000,1.234732,12250000
2005-12-29,2.610000,2.620000,2.600000,2.610000,1.225342,9952000
2005-12-30,2.620000,2.620000,2.600000,2.610000,1.225342,11119000
2005-12-31,null,null,null,null,null,null
2006-01-03,2.620000,2.640000,2.610000,2.630000,1.234732,7962000
2006-01-04,2.650000,2.680000,2.650000,2.650000,1.244121,20920000
2006-01-05,2.660000,2.680000,2.660000,2.670000,1.253511,9421000
2006-01-06,2.670000,2.670000,2.640000,2.650000,1.244121,12714000
2006-01-09,2.650000,2.650000,2.600000,2.600000,1.220647,21809000
2006-01-10,2.600000,2.600000,2.600000,2.600000,1.220647,0
2006-01-11,2.600000,2.610000,2.560000,2.570000,1.206563,30147000
2006-01-12,2.570000,2.580000,2.530000,2.540000,1.192478,31018000
2006-01-13,2.540000,2.590000,2.540000,2.580000,1.211258,24197000
2006-01-16,2.580000,2.590000,2.550000,2.570000,1.206563,19645000
2006-01-17,2.560000,2.570000,2.530000,2.540000,1.192478,20297000
2006-01-18,2.500000,2.510000,2.480000,2.490000,1.169004,40357000
2006-01-19,2.480000,2.500000,2.460000,2.470000,1.159615,37749000
2006-01-20,2.470000,2.510000,2.460000,2.480000,1.164310,22654000
2006-01-23,2.460000,2.490000,2.460000,2.480000,1.164310,16229000
2006-01-24,2.480000,2.500000,2.460000,2.470000,1.159615,32553000
2006-01-25,2.480000,2.490000,2.470000,2.470000,1.159615,27829000
2006-01-26,2.500000,2.550000,2.500000,2.530000,1.187784,55153000
2006-01-27,2.540000,2.540000,2.520000,2.540000,1.192478,31045000
2006-01-30,2.540000,2.540000,2.540000,2.540000,1.192478,0
2006-01-31,2.540000,2.540000,2.540000,2.540000,1.192478,0
2006-02-01,2.520000,2.550000,2.520000,2.540000,1.192478,43278000
2006-02-02,2.540000,2.550000,2.530000,2.530000,1.187784,19285000
2006-02-03,2.530000,2.530000,2.490000,2.520000,1.183089,19471000
2006-02-06,2.510000,2.560000,2.500000,2.560000,1.201868,20960000
2006-02-07,2.560000,2.580000,2.550000,2.570000,1.206563,20364000
2006-02-08,2.580000,2.590000,2.570000,2.580000,1.211258,19053000
2006-02-09,2.600000,2.620000,2.580000,2.600000,1.220647,19270000
2006-02-10,2.600000,2.620000,2.590000,2.590000,1.215953,17223000
2006-02-13,2.610000,2.640000,2.610000,2.630000,1.234732,23532000
2006-02-14,2.640000,2.670000,2.620000,2.670000,1.253511,22219000
2006-02-15,2.680000,2.690000,2.650000,2.670000,1.253511,26971000
2006-02-16,2.670000,2.700000,2.650000,2.670000,1.253511,16636000
2006-02-17,2.680000,2.690000,2.660000,2.660000,1.248816,11112000
2006-02-20,2.640000,2.650000,2.620000,2.650000,1.244121,9801000
2006-02-21,2.660000,2.670000,2.650000,2.670000,1.253511,21604000
2006-02-22,2.650000,2.650000,2.630000,2.630000,1.234732,16696000
2006-02-23,2.620000,2.620000,2.570000,2.600000,1.220647,28388000
2006-02-24,2.580000,2.610000,2.570000,2.600000,1.220647,16756000
2006-02-27,2.600000,2.620000,2.600000,2.620000,1.230037,10026000
2006-02-28,2.600000,2.640000,2.600000,2.610000,1.225342,19327000
2006-03-01,2.610000,2.630000,2.600000,2.610000,1.225342,9439000
2006-03-02,2.620000,2.630000,2.610000,2.610000,1.225342,9357000
2006-03-03,2.620000,2.650000,2.620000,2.650000,1.244121,13435000
2006-03-06,2.650000,2.680000,2.640000,2.680000,1.258206,17733000
2006-03-07,2.670000,2.690000,2.660000,2.680000,1.258206,23367000
2006-03-08,2.680000,2.680000,2.620000,2.670000,1.253511,25301000
2006-03-09,2.660000,2.700000,2.660000,2.690000,1.262900,24738000
2006-03-10,2.690000,2.720000,2.690000,2.710000,1.272290,19860000
2006-03-13,2.720000,2.730000,2.680000,2.700000,1.267596,9131000
2006-03-14,2.700000,2.710000,2.670000,2.710000,1.272290,24628000
2006-03-15,2.710000,2.730000,2.700000,2.720000,1.276985,22856000
2006-03-16,2.720000,2.730000,2.710000,2.720000,1.276985,13062000
2006-03-17,2.730000,2.760000,2.720000,2.760000,1.295764,23539000
2006-03-20,2.770000,2.800000,2.760000,2.800000,1.314543,34154000
2006-03-21,2.650000,2.660000,2.620000,2.620000,1.230037,900615000
2006-03-22,2.620000,2.640000,2.610000,2.630000,1.234732,52866000
2006-03-23,2.630000,2.650000,2.630000,2.640000,1.239427,16092000
2006-03-24,2.640000,2.650000,2.630000,2.650000,1.244121,12150000
2006-03-27,2.640000,2.660000,2.640000,2.640000,1.239427,20085000
2006-03-28,2.640000,2.650000,2.630000,2.640000,1.239427,22906000
2006-03-29,2.630000,2.640000,2.620000,2.630000,1.234732,23233000
2006-03-30,2.640000,2.660000,2.640000,2.660000,1.248816,31947000
2006-03-31,2.660000,2.660000,2.640000,2.650000,1.244121,28071000
2006-04-03,2.650000,2.680000,2.640000,2.670000,1.253511,24506000
2006-04-04,2.670000,2.670000,2.640000,2.650000,1.244121,21583000
2006-04-05,2.660000,2.670000,2.640000,2.650000,1.244121,20403000
2006-04-06,2.650000,2.650000,2.640000,2.650000,1.244121,21082000
2006-04-07,2.640000,2.650000,2.630000,2.650000,1.244121,14786000
2006-04-10,2.640000,2.670000,2.630000,2.660000,1.248816,24172000
2006-04-11,2.670000,2.700000,2.670000,2.680000,1.258206,43443000
2006-04-12,2.680000,2.700000,2.670000,2.680000,1.258206,36541000
2006-04-13,2.700000,2.700000,2.680000,2.690000,1.262900,900615000
2006-04-14,2.690000,2.690000,2.690000,2.690000,1.262900,0
2006-04-17,2.680000,2.690000,2.660000,2.670000,1.253511,13686000
2006-04-18,2.680000,2.690000,2.670000,2.670000,1.253511,18868000
2006-04-19,2.690000,2.720000,2.680000,2.710000,1.272290,65739000
2006-04-20,2.720000,2.730000,2.710000,2.710000,1.272290,30375000
2006-04-21,2.730000,2.760000,2.720000,2.730000,1.281680,21138000
2006-04-24,2.730000,2.730000,2.710000,2.720000,1.276985,10887000
2006-04-25,2.720000,2.730000,2.700000,2.730000,1.281680,25900000
2006-04-26,2.740000,2.760000,2.730000,2.750000,1.291069,28755000
2006-04-27,2.760000,2.770000,2.750000,2.760000,1.295764,24465000
2006-04-28,2.760000,2.760000,2.720000,2.740000,1.286375,900615000
2006-05-01,2.740000,2.740000,2.740000,2.740000,1.286375,0
2006-05-02,2.750000,2.760000,2.720000,2.730000,1.281680,37199000
2006-05-03,2.730000,2.740000,2.710000,2.730000,1.281680,51490000
2006-05-04,2.790000,2.790000,2.740000,2.750000,1.291069,72152000
2006-05-05,2.760000,2.770000,2.750000,2.770000,1.300459,32596000
2006-05-08,2.780000,2.780000,2.750000,2.750000,1.291069,26687000
2006-05-09,2.750000,2.750000,2.680000,2.690000,1.262900,50884000
2006-05-10,2.700000,2.720000,2.680000,2.700000,1.267596,38906000
2006-05-11,2.710000,2.710000,2.680000,2.680000,1.258206,900615000
2006-05-12,2.680000,2.680000,2.680000,2.680000,1.258206,0
2006-05-15,2.650000,2.660000,2.590000,2.590000,1.215953,89520000
2006-05-16,2.610000,2.620000,2.580000,2.610000,1.225342,53366000
